CAD Event Number,Event Clearance Code,Event Clearance Description,Event Clearance SubGroup,Event Clearance Group,Event Clearance Date,District/Sector,Census Tract,Longitude,Latitude,Officers at Scene
16000105446,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 02:21:00,H,8400.3004,-122.32735,47.61409,2
16000105438,440,MOTORIST ASSIST,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-27 02:28:00,B,5200.4014,-122.32776,47.661358,1
16000105347,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 02:22:00,O,9300.303,-122.334206,47.575577,3
16000105506,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-27 02:44:00,E,7500.5004,-122.320854,47.618736,3
16000105502,242,FIGHT DISTURBANCE,DISTURBANCES,DISTURBANCES,2016-03-27 02:46:00,K,8100.2043,-122.331085,47.602413,1
16000105501,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-27 02:35:00,S,11700.1015,-122.278984,47.52327,3
16000105498,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-27 02:38:00,O,9300.206,-122.3342,47.588226,4
16000105492,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 02:32:00,F,11200.204,-122.322914,47.526463,4
16000105480,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 02:41:00,D,7300.2014,-122.33337,47.61733,3
16000105456,130,PROPERTY DESTRUCTION,PROPERTY DAMAGE,PROPERTY DAMAGE,2016-03-27 02:41:00,H,8002.2006,-122.345215,47.612606,1
16000105264,64,SHOPLIFT,THEFT,SHOPLIFTING,2016-03-27 02:35:00,L,2100.2,-122.30293,47.70072,3
16000105510,161,TRESPASS,TRESPASS,TRESPASS,2016-03-27 02:55:00,N,1400.301,-122.36273,47.701393,3
16000105497,201,ALACAD - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,2016-03-27 02:45:00,N,1600.101,-122.376755,47.70428,4
16000105491,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,2016-03-27 02:52:00,E,7402.2005,-122.32216,47.616978,3
16000105454,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,2016-03-27 02:52:00,D,8002.2,-122.34868,47.61348,1
16000105244,65,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,2016-03-26 23:31:00,M,8200.101,-122.33144,47.61171,2
16000105513,201,ALACAD - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,2016-03-27 03:07:00,W,9600.5025,-122.38529,47.58724,1
16000105507,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 03:04:00,K,8100.2043,-122.331085,47.602413,4
16000105459,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 03:01:00,U,4400.2027,-122.31737,47.668575,2
16000105535,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 03:22:00,M,8100.2004,-122.33759,47.611206,4
16000105528,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-27 03:18:00,O,9300.3191,-122.33944,47.565773,4
16000105515,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-27 03:18:00,O,9300.3028,-122.334206,47.57498,3
16000105479,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,2016-03-27 03:11:00,B,4700.2037,-122.37632,47.663662,2
16000105358,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,2016-03-27 03:18:00,K,8100.1057,-122.33287,47.60172,2
16000105533,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-27 03:26:00,M,8002.1002,-122.340454,47.610962,0
16000105520,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-27 03:20:00,E,8400.1006,-122.32213,47.615223,3
16000105500,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 03:27:00,D,8002.2006,-122.345215,47.612606,3
16000105452,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,2016-03-27 03:24:00,C,7800.2018,-122.28829,47.60982,2
16000105382,130,PROPERTY DESTRUCTION,PROPERTY DAMAGE,PROPERTY DAMAGE,2016-03-27 03:26:00,S,11001.2007,-122.28314,47.538883,2
16000105529,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 03:39:00,N,1200.5011,-122.33394,47.70549,2
16000105517,246,"NOISE DISTURBANCE, RESIDENTIAL",NOISE DISTURBANCE,DISTURBANCES,2016-03-27 03:39:00,G,8800.3012,-122.30244,47.602158,2
16000105485,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,2016-03-27 03:32:00,H,8100.1036,-122.335526,47.60302,2
16000105429,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,2016-03-27 03:36:00,E,7500.5004,-122.32088,47.619904,1
16000105546,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,2016-03-27 03:49:00,D,7200.2001,-122.3405,47.618027,3
16000105508,73,AUTO RECOVERY,AUTO RECOVERIES,AUTO THEFTS,2016-03-27 03:46:00,R,10001.2,-122.312645,47.567238,1
16000105494,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 03:43:00,G,8900.3028,-122.29507,47.598022,1
16000105475,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,2016-03-27 03:47:00,D,8002.2004,-122.34651,47.613373,1
16000105374,30,ARMED ROBBERY,GUN CALLS,ROBBERY,2016-03-27 03:43:00,F,11402.1007,-122.35963,47.522335,1
16000105298,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 03:44:00,K,8100.1057,-122.33287,47.60172,0
16000105240,201,ALACAD - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,2016-03-27 03:42:00,N,1400.4001,-122.37016,47.70673,3
16000105541,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 03:56:00,H,11800.1014,-122.264496,47.522408,1
16000105478,246,"NOISE DISTURBANCE, RESIDENTIAL",NOISE DISTURBANCE,DISTURBANCES,2016-03-27 03:58:00,U,4400.4006,-122.31523,47.66568,1
16000105432,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,2016-03-27 03:59:00,H,7500.4016,-122.320114,47.61408,1
16000105426,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,2016-03-27 03:51:00,G,9100.1001,-122.317825,47.601696,1
16000105559,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 04:12:00,O,10900.1012,-122.32224,47.539635,4
16000105512,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 04:09:00,M,8200.1007,-122.33127,47.61268,2
16000105511,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,2016-03-27 04:06:00,H,8002.1002,-122.3411,47.611347,2
16000105540,450,DRIVING WHILE UNDER INFLUENCE (DUI),TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-27 04:13:00,D,7300.2014,-122.33337,47.61733,1
16000105525,161,TRESPASS,TRESPASS,TRESPASS,2016-03-27 04:18:00,D,7200.1056,-122.34198,47.614216,1
16000105467,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,2016-03-27 04:10:00,E,8400.3003,-122.32831,47.61508,0
16000105170,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 04:10:00,M,8100.2004,-122.33835,47.609516,0
16000105562,130,PROPERTY DESTRUCTION,PROPERTY DAMAGE,PROPERTY DAMAGE,2016-03-27 04:28:00,N,1900.3004,-122.3295,47.694435,3
16000105538,201,ALACAD - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,2016-03-27 04:30:00,Q,6000.301,-122.35755,47.64411,3
16000105567,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 04:37:00,H,7300.3017,-122.33587,47.61911,1
16000105405,184,"NARCOTICS, OTHER",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,2016-03-27 04:35:00,E,7500.4014,-122.318794,47.61409,3
16000105575,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 04:48:00,H,2500.2,-122.30076,47.683044,0
16000105571,52,BURGLARY - COMMERCIAL,COMMERCIAL BURGLARIES,BURGLARY,2016-03-27 04:48:00,B,3200.2,-122.38759,47.674923,1
16000105586,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,2016-03-27 04:58:00,M,8100.3003,-122.33956,47.608326,3
16000105532,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",2016-03-27 04:56:00,D,7200.1038,-122.34355,47.62031,2
16000105531,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 05:04:00,H,9300.2015,-122.333725,47.59829,0
16000105516,242,FIGHT DISTURBANCE,DISTURBANCES,DISTURBANCES,2016-03-27 04:57:00,D,7200.1038,-122.34355,47.62031,2
16000105496,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,2016-03-27 04:56:00,Q,5802.2005,-122.3775,47.648464,2
16000105027,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 04:59:00,L,2000.101,-122.30683,47.694397,3
16000105589,350,HAZARDS,HAZARDS,HAZARDS,2016-03-27 05:15:00,K,8100.1022,-122.33941,47.60534,1
16000105580,201,ALACAD - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,2016-03-27 05:09:00,R,10200.2025,-122.26648,47.546906,4
16000105579,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 05:08:00,D,7300.3017,-122.33587,47.61911,3
16000105539,282,"SUSPICIOUS CIRCUMSTANCES - BUILDING (OPEN DOOR, ETC.)",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 05:05:00,N,600.4018,-122.340004,47.714893000000004,1
16000105273,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 05:01:00,E,7500.4015,-122.32079,47.614655,2
16000105594,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,2016-03-27 05:12:00,C,7500.2007,-122.314896,47.615276,0
16000105596,74,LICENSE PLATE THEFT OR LOSS,CAR PROWL,CAR PROWL,2016-03-27 05:21:00,U,3800.2001,-122.2972,47.68305,0
16000105566,161,TRESPASS,TRESPASS,TRESPASS,2016-03-27 05:25:00,Q,7200.1022,-122.347595,47.62149,4
16000105536,141,LEWD CONDUCT,LIQUOR VIOLATIONS,LEWD CONDUCT,2016-03-27 05:24:00,D,8002.2004,-122.347374,47.61271,1
16000105225,71,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,2016-03-26 22:26:00,H,1702.2012,-122.363335,47.692062,3
16000105599,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,2016-03-27 05:47:00,M,8100.2008,-122.3387,47.610744,3
16000105595,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 05:44:00,U,5301.3004,-122.31711,47.661297,3
16000105593,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 05:56:00,K,9200.2007,-122.33621,47.601322,2
16000105591,201,ALACAD - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,2016-03-27 05:50:00,L,2000.2008,-122.31353,47.699444,1
16000105576,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,2016-03-27 05:34:00,O,9300.2046,-122.3342,47.58927,1
16000105570,192,MISDEMEANOR WARRANT SERVICE,WARRANT CALLS,ARREST,2016-03-27 05:35:00,O,9300.3014,-122.329056,47.581894,1
16000105563,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,2016-03-27 05:36:00,H,9300.3019,-122.329056,47.574978,3
16000105509,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,2016-03-27 05:32:00,L,1200.4012,-122.32332,47.709995,1
16000105453,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,2016-03-27 05:36:00,Q,6700.2012,-122.346245,47.62715,0
16000105598,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,2016-03-27 06:11:00,B,5400.3018,-122.342705,47.649975,1
16000105561,201,ALACAD - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,2016-03-27 05:54:00,C,7800.1017,-122.28268,47.620106,2
16000105557,50,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,2016-03-27 06:17:00,L,100.3003,-122.290794,47.720947,2
16000105552,161,TRESPASS,TRESPASS,TRESPASS,2016-03-27 06:20:00,F,11200.3,-122.3129,47.526012,3
16000105545,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,2016-03-27 06:02:00,K,9200.2028,-122.33081,47.600464,1
16000105609,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-27 06:26:00,O,9300.3027,-122.329056,47.582935,3
16000105608,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 06:28:00,G,8500.2017,-122.321686,47.603874,2
16000105581,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 06:43:00,H,10600.5013,-122.39477,47.542572,0
16000105572,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 06:31:00,N,1400.301,-122.36273,47.701393,3
16000105564,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 06:45:00,W,9701.2002,-122.41262,47.57855,4
16000105499,71,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,2016-03-27 06:35:00,B,4900.5016,-122.35002,47.659336,1
16000105425,282,"SUSPICIOUS CIRCUMSTANCES - BUILDING (OPEN DOOR, ETC.)",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 06:30:00,D,8001.2,-122.34742,47.615086,2
16000105547,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,2016-03-27 06:50:00,C,6500.3,-122.31356,47.62841,0
16000105308,450,DRIVING WHILE UNDER INFLUENCE (DUI),TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-27 06:53:00,S,11800.3003,-122.267365,47.519848,2
16000105626,203,ALACAD - RESIDENTIAL PANIC (FALSE),PANIC ALACAD (FALSE),FALSE ALACAD,2016-03-27 07:02:00,C,7700.1009,-122.293144,47.62308,2
16000105623,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 07:04:00,G,8600.202,-122.31678,47.605885,4
16000105610,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 07:03:00,L,1200.3003,-122.321915,47.708588,4
16000105634,202,ALACAD - COMMERCIAL PANIC (FALSE),PANIC ALACAD (FALSE),FALSE ALACAD,2016-03-27 07:21:00,K,9100.2007,-122.32441,47.596672,2
16000105631,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 07:19:00,L,700.1011,-122.29703,47.716248,4
16000105646,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",2016-03-27 07:33:00,D,8001.101,-122.34921,47.61497,3
16000105628,201,ALACAD - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,2016-03-27 07:35:00,U,4200.3027,-122.28745,47.662888,1
16000105639,161,TRESPASS,TRESPASS,TRESPASS,2016-03-27 07:46:00,K,8100.2029,-122.33304,47.604553,3
16000105637,201,ALACAD - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,2016-03-27 07:43:00,R,10200.2002,-122.259224,47.54614,2
16000105592,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,2016-03-27 07:43:00,H,11401.1004,-122.3685,47.532803,1
16000105657,161,TRESPASS,TRESPASS,TRESPASS,2016-03-27 07:57:00,M,8200.1004,-122.335014,47.61091,2
16000105622,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,2016-03-27 07:54:00,S,11002.1006,-122.294785,47.536667,3
16000105656,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 08:14:00,B,4700.3019,-122.38055,47.66945,1
16000105633,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-27 08:02:00,W,10500.4003,-122.38678,47.561104,3
16000105649,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 08:14:00,E,7500.3013,-122.31975,47.621082,2
16000105655,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 08:28:00,U,5301.4001,-122.313225,47.657574,2
16000105621,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-27 08:26:00,H,9300.3032,-122.329056,47.578766,2
16000105600,161,TRESPASS,TRESPASS,TRESPASS,2016-03-27 08:31:00,Q,7100.201,-122.35673,47.622692,4
16000105663,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 08:30:00,U,5301.4004,-122.3178,47.657513,4
16000105660,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 08:35:00,J,1702.1009,-122.35807,47.698753,2
16000105691,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-27 08:53:00,S,11800.6015,-122.26471,47.525566,4
16000105625,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-27 08:52:00,B,4900.2021,-122.3513,47.65028,3
16000105603,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-27 08:49:00,H,5802.201,-122.372086,47.629436,2
16000105678,161,TRESPASS,TRESPASS,TRESPASS,2016-03-27 08:52:00,Q,7200.1014,-122.34692,47.62456,2
16000105676,440,MOTORIST ASSIST,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-27 08:59:00,H,1800.2011,-122.34453,47.690926,0
16000105614,161,TRESPASS,TRESPASS,TRESPASS,2016-03-27 09:00:00,H,7000.5004,-122.35801,47.625153,0
16000105607,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 08:53:00,Q,5801.3002,-122.3929,47.654133,3
16000105569,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,2016-03-27 08:58:00,K,8100.2043,-122.331085,47.602413,3
16000105674,161,TRESPASS,TRESPASS,TRESPASS,2016-03-27 09:08:00,H,8100.2,-122.33732,47.61132,1
16000105640,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 09:08:00,F,10701.2003,-122.36932,47.539185,1
16000105537,201,ALACAD - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,2016-03-27 09:13:00,Q,5801.4052,-122.37626,47.651253,3
16000105673,161,TRESPASS,TRESPASS,TRESPASS,2016-03-27 09:24:00,N,1800.2003,-122.34456,47.693825,3
16000105624,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 09:16:00,K,9100.2002,-122.32701,47.599194,3
16000105619,242,FIGHT DISTURBANCE,DISTURBANCES,DISTURBANCES,2016-03-27 09:10:00,H,11001.2,-122.28564,47.546055,1
16000105671,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 09:25:00,N,1400.301,-122.36273,47.701393,2
16000105662,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 09:28:00,H,1400.301,-122.36273,47.701393,2
16000105556,201,ALACAD - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,2016-03-27 09:29:00,Q,5600.2005,-122.41638,47.646553,1
16000105689,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,2016-03-27 09:35:00,J,1701.1016,-122.351974,47.690586,1
16000105682,161,TRESPASS,TRESPASS,TRESPASS,2016-03-27 09:37:00,M,8200.1006,-122.33381,47.612103,4
16000105654,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-27 09:34:00,U,5301.2011,-122.310844,47.662167,2
16000105505,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,2016-03-27 09:49:00,D,7200.1059,-122.33875,47.61582,4
16000105666,330,"CASUALTY (NON CRIMINAL/TRAFFIC) - MAN DOWN, SICK PERSONS, INJURED, DOA)",CASUALTIES,PERSON DOWN/INJURY,2016-03-27 09:55:00,R,10100.1036,-122.266304,47.560608,2
16000105714,203,ALACAD - RESIDENTIAL PANIC (FALSE),PANIC ALACAD (FALSE),FALSE ALACAD,2016-03-27 10:07:00,J,1600.3002,-122.3768,47.695377,1
16000105711,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 10:05:00,F,11402.2001,-122.3578,47.52195,3
16000105701,65,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,2016-03-27 10:05:00,B,4800.4006,-122.362045,47.665016,4
16000105620,30,ARMED ROBBERY,GUN CALLS,ROBBERY,2016-03-27 10:04:00,U,4000.1027,-122.26365,47.680744,1
16000105730,161,TRESPASS,TRESPASS,TRESPASS,2016-03-27 10:15:00,E,8500.1002,-122.326385,47.607338,3
16000105729,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-27 10:21:00,J,3600.4016,-122.325714,47.675903,4
16000105725,350,HAZARDS,HAZARDS,HAZARDS,2016-03-27 10:19:00,D,7200.2008,-122.34625,47.617905,4
16000105688,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,2016-03-27 10:23:00,B,4700.4016,-122.38267,47.66596,1
16000105679,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,2016-03-27 10:18:00,K,9100.2009,-122.32768,47.596657,2
16000105632,130,PROPERTY DESTRUCTION,PROPERTY DAMAGE,PROPERTY DAMAGE,2016-03-27 10:14:00,K,8500.1023,-122.3305,47.605125,1
16000105629,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 10:24:00,K,8100.2043,-122.331085,47.602413,1
16000105727,161,TRESPASS,TRESPASS,TRESPASS,2016-03-27 10:33:00,K,9200.2006,-122.33418,47.601303,1
16000105708,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-27 10:25:00,B,4900.5002,-122.35004,47.661766,3
16000105658,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,2016-03-27 10:20:00,W,9600.5012,-122.40097,47.583588,1
16000105652,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 10:23:00,Q,7100.2004,-122.353096,47.61859,3
16000105668,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,2016-03-27 10:38:00,B,5100.1021,-122.33372,47.661385,1
16000105755,372,PROPERTY - FOUND (FOLLOW UP TO SPD CASE),"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",2016-03-27 10:50:00,N,402.3007,-122.35956,47.715084,2
16000105734,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 10:42:00,W,9900.4085,-122.36436,47.568344,1
16000105713,372,PROPERTY - FOUND (FOLLOW UP TO SPD CASE),"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",2016-03-27 10:47:00,N,1300.1011,-122.334526,47.70233,4
16000105613,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 10:49:00,M,8100.3011,-122.34288,47.609814,2
16000105744,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-27 10:55:00,C,7700.1006,-122.295555,47.623245,0
16000105718,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-27 10:56:00,B,4900.4003,-122.35334,47.658348,3
16000105776,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 11:11:00,M,8100.2008,-122.3387,47.610744,0
16000105775,188,MARIJUANA PUBLIC USE (NOT DISPENSARY),NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,2016-03-27 11:13:00,M,8100.3011,-122.34288,47.609814,1
16000105731,282,"SUSPICIOUS CIRCUMSTANCES - BUILDING (OPEN DOOR, ETC.)",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 11:09:00,N,500.3001,-122.367714,47.72058,3
